Date,Open,High,Low,Last,Volume,Open Interest
2015/12/10,518,526,517.25,525.25,2587,13507
2015/12/9,513.75,520.75,513.75,518.75,2118,12607
2015/12/8,517.25,517.75,513.5,514,1119,12280
2015/12/7,523.25,526.5,516.25,517.5,1486,12306
2015/12/4,519.25,524.75,518,523.25,1107,12362
2015/12/3,515.25,530,514.75,519.25,2771,12184
2015/12/2,513.25,518.75,511.75,515.75,1892,12197
2015/12/1,514.75,518.25,513.25,514.5,1254,12063
2015/11/30,516.75,519.75,514,515,1428,11878
2015/11/27,517.25,518.5,512.75,514.25,830,11626
2015/11/25,517.25,522,516.75,517.25,1290,11509
2015/11/24,519.5,522.25,516.5,517.75,972,11298
2015/11/23,518,524,515.5,523.5,1288,11072
2015/11/20,518.5,519.75,515.75,517.75,2104,10599
2015/11/19,512.75,520.25,511.5,519.5,1667,10463
2015/11/18,513.25,516,510,511.5,1078,9767
2015/11/17,517.75,517.75,512.5,513.25,1538,9556
2015/11/16,518.75,522.75,515.75,517.75,1721,9583
2015/11/13,521.5,521.5,515.25,519.5,1182,9201
2015/11/12,521.75,526.25,520.25,521.5,1130,9046
2015/11/11,523,524.5,518.75,521.5,837,9066
2015/11/10,527,530.25,515.5,519.25,2486,8955
2015/11/9,534.5,536.25,525,526.25,1958,8453
2015/11/6,534,537.5,530,536.5,664,8503
2015/11/5,537.25,540.25,533.75,534.25,566,8507
2015/11/4,540,546.25,533,543,546,8431
2015/11/3,535,540,534.25,540,351,8411
2015/11/2,543,543,530.25,531,400,8459
2015/10/30,542,545.25,539.25,544.25,971,8528
2015/10/29,539,544.75,538.75,541.25,1047,8287
2015/10/28,538,540.5,533,539.5,567,7990
2015/10/27,542,551.75,539,540.25,391,7896
2015/10/26,536.25,548,536,545,511,7928
2015/10/23,534.25,534.75,528.25,533.25,505,7872
2015/10/22,536.75,541.25,532.75,532.75,635,7894
2015/10/21,534,539.25,533.5,536.25,320,7916
2015/10/20,531.5,535,528.5,534,464,7905
2015/10/19,535.5,538.75,529,529.5,659,7704
2015/10/16,546,549.25,535.75,535.75,480,7430
2015/10/15,549.5,554.25,546.25,547,251,7285
2015/10/14,556.75,557.25,547.75,548.75,189,7238
2015/10/13,550.75,561,549.5,558,520,7203
2015/10/12,549.75,555,546.5,550,294,7123
2015/10/9,551.5,556.75,546.25,550.5,446,7059
2015/10/8,554.5,559.5,549.5,551.5,693,7037
2015/10/7,562,565,553,553.5,906,7039
2015/10/6,558.75,562.5,557.25,562.25,544,6725
2015/10/5,550.25,554,547.75,552.75,127,6515
2015/10/2,554,558,547.5,549.25,339,6509
2015/10/1,554.75,560,550,553.75,302,6478
2015/9/30,544,555,541.5,550.5,1006,6419
2015/9/29,548.75,550.25,542.5,544,37,6435
2015/9/28,551.75,552.75,542,546.5,173,6433
2015/9/25,540.5,548,540.5,546.25,36,6372
2015/9/24,549.75,549.75,537.75,538,176,6365
2015/9/23,547,552,547,550.5,292,6389
2015/9/22,541.25,541.25,533.75,541,237,6401
2015/9/21,532.5,545,531.25,542.25,227,6280
2015/9/18,537.25,538.5,533.75,535.25,387,6284
2015/9/17,540.75,540.75,534.5,534.5,120,6553
2015/9/16,541,545,536.25,541,496,6516
2015/9/15,546,546,540.5,544,236,6440
2015/9/14,537.75,549.5,536.25,548,326,6378
2015/9/11,522.75,527,515.5,526,1448,14025
2015/9/10,520,525.75,519.25,523,1151,14025
2015/9/9,520.5,526,518.25,520,1553,13821
2015/9/8,519.25,526,516.75,520.5,683,13683
2015/9/4,517.25,523,516,519.25,668,13297
2015/9/3,524.75,526.25,515.25,516.5,1511,13297
2015/9/2,526,527,518.75,523.75,1256,13304
2015/9/1,527.25,534,525.5,526.75,1294,12822
2015/8/31,528.75,531.25,522,530.25,1893,12786
2015/8/28,531,532.25,527.5,529,765,12417
2015/8/27,531.25,538.25,529,531,1829,12361
2015/8/26,530,536.25,528.25,531.25,1121,12086
2015/8/25,539.25,546.25,529.75,530.75,1535,12020
2015/8/24,533,542,529,539.25,1253,11604
2015/8/21,543.75,546,534.75,535.25,1378,11448
2015/8/20,538.25,547.25,538.25,544,1487,11166
2015/8/19,540,541,535,538.5,1895,11560
2015/8/18,544.25,544.5,538.25,539.5,1749,11482
2015/8/17,546,548,541,544.25,1146,11344
2015/8/14,548.5,556,546,549.25,1412,11301
2015/8/13,547.75,551.75,546,550.5,1565,11250
2015/8/12,551.5,556,538.5,542.5,2059,11339
2015/8/11,566.75,566.75,550.25,551.75,909,10829
2015/8/10,557.75,574,555.75,566.75,393,10735
2015/8/7,551.75,559.75,550.25,558.25,689,10688
2015/8/6,549.75,559.25,545.75,551.5,1642,10581
2015/8/5,548,553,546.25,549.75,953,10271
2015/8/4,552.75,558,546.25,548,1388,9980
2015/8/3,555.75,555.75,548,552.25,1028,9764
2015/7/31,560.25,564.75,557,558.25,1499,9866
2015/7/30,562.75,568,560,560.5,1775,9516
2015/7/29,571.75,572.25,562.5,563.25,1146,9090
2015/7/28,571,578.5,571,574,547,8762
2015/7/27,576,577.5,570.25,571,1148,8826
2015/7/24,583,584,577.5,578.25,582,8727
2015/7/23,581,587,580.25,585.5,492,8635
2015/7/22,588,593.25,580,580.75,1569,8550
2015/7/21,592,600.25,589.75,590,2402,8578
2015/7/20,600.25,600.75,590.75,591,1061,8348
2015/7/17,610.5,610.5,598,605.25,890,8223
2015/7/16,614.75,623.5,611.25,611.75,852,8194
2015/7/15,615,617.75,609,616.5,329,8173
2015/7/14,626.5,627.75,617,617.5,260,8078
2015/7/13,622,622.25,608.75,612.75,1488,17164
2015/7/10,632.25,637,619,621.5,1351,17164
2015/7/9,632.25,641,631,632.5,1384,17081
2015/7/8,635.5,641.75,628.5,632.5,1080,17036
2015/7/7,642.5,645.25,633.25,638,1687,17030
2015/7/6,629,650,619.5,646,2167,16989
2015/7/2,636.75,647.5,622.75,639.75,2181,16936
2015/7/1,647.5,651,624,637,2866,17233
2015/6/30,630,653,620.25,651.5,2707,16788
2015/6/29,620,639.25,620,631.75,3258,16098
2015/6/26,600.75,625,598.75,622.25,3620,15732
2015/6/25,588.75,603,586.5,601,1437,16086
2015/6/24,594,601.25,588.25,590.25,1713,16174
2015/6/23,580.5,595.75,579.75,594.25,1506,16281
2015/6/22,568,580,568,577,1601,16070
2015/6/19,563.25,570.5,562.25,567.25,1687,15804
2015/6/18,569.5,575.5,563.25,563.75,1221,15745
2015/6/17,570,579,569.75,570.25,1458,15840
2015/6/16,568.25,572,566.25,568.75,2968,16245
2015/6/15,581.75,581.75,566,567,1449,15522
2015/6/12,584,590,582,583,648,15118
2015/6/11,590.25,594.5,583.5,584.25,2306,15382
2015/6/10,606,610.5,588.25,589.5,1165,14779
2015/6/9,603,611,601.25,606,1026,14505
2015/6/8,596,608.5,596,603.5,1380,14206
2015/6/5,596.25,610.75,594,595,1281,14097
2015/6/4,585,600.25,581.5,599,1124,14093
2015/6/3,594.25,606,581.5,585.5,1244,14182
2015/6/2,575,599,573,594.5,1592,14010
2015/6/1,557,576,556,571.5,1412,14119
2015/5/29,568.75,571.5,555.25,555.5,1502,14038
2015/5/28,569,575.5,564.25,570.75,1851,13892
2015/5/27,578.25,578.25,564.25,568.5,1374,14141
2015/5/26,595,599,575.75,577,1417,14007
2015/5/22,601,606.75,591.75,593.25,1807,13818
2015/5/21,594,607.25,592.75,602.5,1286,13980
2015/5/20,590.75,596.75,585.75,592.75,980,13981
2015/5/19,598,601,584.5,590.25,555,14109
2015/5/18,587.75,605.5,587.75,600,602,14022
2015/5/15,590,597.75,584.25,587.25,1368,13929
2015/5/14,566.25,592.75,566.25,592.25,682,13531
2015/5/13,548.25,553.75,542,551.75,1525,13860
2015/5/12,548.5,558,547,548.5,1172,13504
2015/5/11,551.75,551.75,546.25,549,2120,13278
2015/5/8,542.5,553.5,542.25,552.75,2316,13278
2015/5/7,549.75,554.75,542,542.5,1110,12407
2015/5/6,537,551.5,537,549.75,715,12060
2015/5/5,540.5,540.5,533.5,536,1105,12005
2015/5/4,543.5,545.25,541,541,882,11805
2015/5/1,551,554.5,543.5,545,583,11746
2015/4/30,562,563.5,546.5,548,820,11627
2015/4/29,551.25,560.25,548.25,559.5,1224,11525
2015/4/28,548.5,553.5,539,551.25,1460,10994
2015/4/27,553.75,554.5,544.5,545.25,1263,10773
2015/4/24,564,564,553.25,554,788,10686
2015/4/23,567,571,563.75,564,862,10480
2015/4/22,566.5,568.25,561,564.75,1188,10473
2015/4/21,562,569.5,557.5,566.5,1352,10089
2015/4/20,554.75,562.5,553.75,561,732,9904
2015/4/17,556.25,558.75,552,554.25,1467,9751
2015/4/16,563.25,568,555.5,556.25,1691,9554
2015/4/15,570.75,573,561.75,563.25,1475,9297
2015/4/14,574.5,574.5,566.25,569,1249,9102
2015/4/13,585.25,587,572.75,573.5,1067,9007
2015/4/10,585.25,594.5,584.75,592.75,863,9124
2015/4/9,592,592.25,580.25,585.5,1121,9083
2015/4/8,599.5,601,590,592,551,9258
2015/4/7,605.25,605.25,593.25,596,429,9070
2015/4/6,607,613.5,601.5,602.25,376,9115
2015/4/3,,607.75,607.75,607.75,0,0
2015/4/2,598.5,612,596,607.75,325,9060
2015/4/1,593.25,603.5,583.25,601.75,630,9039
2015/3/31,602,602.25,586.75,588.25,706,9217
2015/3/30,592.25,603.5,589.75,602.75,1110,9147
2015/3/27,576.75,588.5,576.75,587.25,424,9082
2015/3/26,598.5,598.5,575.5,576.75,460,9220
2015/3/25,595,599,592.75,594,279,9267
2015/3/24,598.75,598.75,590.75,594.5,271,9243
2015/3/23,601.5,610,601.5,602.25,357,9178
2015/3/20,589.75,602,589.75,601.5,582,9216
2015/3/19,590,597,581.5,585,378,9270
2015/3/18,581.25,591.5,578.75,590.25,362,9340
2015/3/17,594,595.75,582,583.25,233,9295
2015/3/16,580,595.5,577.5,594.25,197,9350
2015/3/13,584,587.5,577.5,580.25,152,9323
2015/3/12,570,581.5,568,575,1686,15943
2015/3/11,571,575.5,568.25,572.75,1073,15052
2015/3/10,564.5,575,560,570.5,1247,14772
2015/3/9,563.75,572,563.75,566,676,14856
2015/3/6,564.75,566,560.25,561.75,1281,14764
2015/3/5,570.5,571.25,563.5,564.5,1763,14660
2015/3/4,575,575.75,566.25,571.75,722,14106
2015/3/3,562,577,561.5,576.25,1377,13909
2015/3/2,572.25,576,561,561.5,1575,14077
2015/2/27,564,578.25,560.25,572.5,1678,13839
2015/2/26,563,565.5,555.75,563.5,1334,13629
2015/2/25,572,572.75,561.75,562.75,2038,13227
2015/2/24,572,579.5,572,573,1136,12955
2015/2/23,571.75,574.25,569.75,572.5,1214,12574
2015/2/20,579.25,580.5,568.5,571.75,1587,12139
2015/2/19,581.25,584.25,576.25,578.25,1575,11782
2015/2/18,592.5,594.75,580,582,1397,12028
2015/2/17,584,599,584,589,1344,12165
2015/2/13,579.5,587.75,579,587,2495,12096
2015/2/12,582,583,578,578.5,2431,12016
2015/2/11,578,586,577,582.25,2314,11801
2015/2/10,586.25,586.25,577.25,579.5,936,10766
2015/2/9,586,590,580.5,586,944,10711
2015/2/6,589,595,580,586.75,896,10434
2015/2/5,575,589.75,575,589,1409,11492
2015/2/4,587,590.5,572,575.75,1905,11179
2015/2/3,568,587.5,566.25,586.5,1411,10287
2015/2/2,569,571.75,565,566,1229,9937
2015/1/30,573.5,576.75,567.25,569,1678,9587
2015/1/29,571,580.75,570,573,1680,9559
2015/1/28,582,582,570.5,571,3154,9650
2015/1/27,585.25,587.75,582,582.75,1023,9500
2015/1/26,592,593.75,584.25,584.75,1208,9233
2015/1/23,590.25,592.75,587,590.75,1202,9487
2015/1/22,596.75,597.25,589,590.25,756,9225
2015/1/21,603.25,607.5,594,595,597,8995
2015/1/20,598,605.5,591.5,603.5,1789,9146
2015/1/16,600,604.5,598,598.75,2090,9509
2015/1/15,597,600,592.25,596.5,1317,9936
2015/1/14,604,604,594.25,595.5,1638,9874
2015/1/13,610.5,616.5,601,603.5,1267,9605
2015/1/12,618,618,609.75,609.75,776,9118
2015/1/9,622.25,625.75,614.25,616.5,828,9073
2015/1/8,628.5,628.75,621.25,622.25,949,9071
2015/1/7,639,639,628,629.25,531,8720
2015/1/6,636.75,649.75,633.75,638.75,962,8466
2015/1/5,633.5,643,633.5,635,459,7957
2015/1/2,635.75,635.75,621.5,626.5,528,7866
2014/12/31,644,644,632.75,637.25,502,8054
2014/12/30,650,650.25,641,642.75,331,7869
2014/12/29,653,656,646.75,652,199,7859
2014/12/26,652.5,652.5,646.25,648,64,7846
2014/12/24,664.75,665.75,644,649,358,7863
2014/12/23,662.75,669.75,662.75,666.75,420,7882
2014/12/22,658,673.75,656.75,658.5,984,7758
2014/12/19,671.75,671.75,655,660.75,740,7547
2014/12/18,664.25,686.5,664,673.25,2143,7495
2014/12/17,648.25,669.5,647,668,1764,7483
2014/12/16,643.75,659.5,642,646.75,803,7276
2014/12/15,634,649.75,634,644.5,585,7154
2014/12/12,627.25,642.5,626.25,634,1075,7105
2014/12/11,612,626.75,607.5,622.75,1747,9251
2014/12/10,614.75,616.75,605,613.5,1608,9151
2014/12/9,624.75,627.5,615.75,616.75,1009,8574
2014/12/8,628.5,639.5,625.25,629.5,767,8234
2014/12/5,623.75,634.5,623.75,629.75,1227,8305
2014/12/4,627,627.25,615.25,625.5,911,8203
2014/12/3,639,639.75,625.5,627,695,8132
2014/12/2,642,650,638,639.75,1279,8017
2014/12/1,621.5,645.5,621.5,645,1080,7789
2014/11/28,609,624.25,607.75,623.5,700,7878
2014/11/26,609,615.75,607.5,610.75,627,7863
2014/11/25,598.25,611.25,597.25,609.5,1170,7821
2014/11/24,602.5,603,596.75,597.75,212,7645
2014/11/21,598.75,605.25,596.5,600.25,497,7621
2014/11/20,586,600.75,586,600,852,7480
2014/11/19,595.25,595.25,582.5,586.5,372,7321
2014/11/18,600,600,592,595.25,256,7231
2014/11/17,604.5,608.5,598.75,599.75,388,7182
2014/11/14,600,610.25,598.75,604.5,753,7211
2014/11/13,596.25,606,596.25,601,213,7082
2014/11/12,586.75,608,586.75,598.5,921,7074
2014/11/11,577.25,589.75,577.25,587.5,1515,7157
2014/11/10,570.5,579,566.5,577.25,1061,7299
2014/11/7,576.75,576.75,569.75,570.25,677,7223
2014/11/6,581.25,581.5,576.25,576.75,959,7305
2014/11/5,588,588,580.5,581.5,780,7082
2014/11/4,592.25,593.5,588,588.25,221,6995
2014/11/3,593,597,590.25,596.25,267,7027
2014/10/31,598.5,598.5,585.5,593,339,6870
2014/10/30,602,605,596.75,597.5,650,6869
2014/10/29,594.5,603.25,594.5,601.25,665,6897
2014/10/28,589,599,589,594.25,610,6749
2014/10/27,585,591.75,583.75,590.5,440,6655
2014/10/24,589,597.75,585,585.75,1042,6714
2014/10/23,585.5,591.75,585.25,587.75,122,6577
2014/10/22,586.75,594,583.75,585.5,249,6565
2014/10/21,582.75,592,581.5,586,549,6531
2014/10/20,583,584,577,582.25,533,6389
2014/10/17,591,595.75,582.5,583.5,1518,6485
2014/10/16,581.75,593,580.75,591.5,433,6489
2014/10/15,578,587.5,578,582,512,6530
2014/10/14,578.25,581.75,575.5,581.75,479,6402
2014/10/13,572,579.75,571.75,577.25,282,6333
2014/10/10,575.75,586.75,571,573.25,600,6329
2014/10/9,587,590,573.75,575.5,840,6339
2014/10/8,590,591.5,584.75,588.25,272,6366
2014/10/7,579,597,577,589.5,578,6412
2014/10/6,570.5,578,570.5,577,202,6206
2014/10/3,563.75,573,563.25,569.25,285,6160
2014/10/2,559.75,568.75,559.75,562.5,239,6067
2014/10/1,556.75,564.75,553.25,559.75,359,6028
2014/9/30,565,565,555.5,559.25,563,5969
2014/9/29,558.75,565.5,557,565,296,5929
2014/9/26,560,562.5,559.75,560.5,364,5832
2014/9/25,562,564.5,557.75,562.5,630,5672
2014/9/24,560,569,559.75,562.25,535,5522
2014/9/23,566,566,557.75,560.25,204,5458
2014/9/22,565,568,557.75,562.25,475,5468
2014/9/19,578.5,578.5,564.25,565.25,1153,5336
2014/9/18,587.25,587.25,578.5,579,938,4940
2014/9/17,594.75,594.75,589.75,590.5,293,4544
2014/9/16,595.25,602.5,592,593.5,726,4400
2014/9/15,602,603.25,595.75,596,557,4205
2014/9/12,615,616.75,604,605.25,842,4077
2014/9/11,612,612,601.75,607.75,1800,13002
2014/9/10,619.5,619.75,613,613.5,1039,12527
2014/9/9,625,625,618,619.75,708,12209
2014/9/8,621,626.75,617.5,625.75,1325,12007
2014/9/5,622,633.25,622,625.75,1025,11812
2014/9/4,623.75,628.75,620,622.25,1265,11982
2014/9/3,635.5,635.5,622.25,623.5,820,11700
2014/9/2,641,643.5,630.25,635.5,627,11594
2014/8/29,650,654.5,638,643,1564,11466
2014/8/28,648.75,654.5,644,645,553,11145
2014/8/27,638.25,641.5,632,639.5,833,10969
2014/8/26,640.5,640.5,630,638.25,772,11087
2014/8/25,644.75,644.75,638,639.5,1615,11047
2014/8/22,636,650.25,636,644.5,888,11011
2014/8/21,636.25,636.25,631,634,216,11065
2014/8/20,636.75,638.25,627.5,631.25,627,10998
2014/8/19,629.75,641.5,629,637.25,1511,10911
2014/8/18,636.25,636.25,630,631.75,421,10541
2014/8/15,627.25,642,626.5,637,1437,10592
2014/8/14,629,630.75,627,628.75,845,10614
2014/8/13,633.5,633.5,627.5,628.5,849,10327
2014/8/12,637.25,637.75,630.75,632.25,616,10024
2014/8/11,641.5,648,635.75,639.75,335,9957
2014/8/8,658,658,642,642.75,1706,9845
2014/8/7,665.5,665.5,657.5,658,172,9114
2014/8/6,653.5,672,653.5,665.75,360,9117
2014/8/5,647,654.25,644.25,653.5,269,9048
2014/8/4,640,657,640,647,478,8978
2014/8/1,639.75,651,639.5,640.5,774,8816
2014/7/31,636.25,642.25,634,638.75,487,8751
2014/7/30,634.25,638.25,634,636.25,323,8635
2014/7/29,642,642.5,631.75,634,1456,8644
2014/7/28,646.5,650,640.5,642.75,317,8078
2014/7/25,639.75,648,636,646.5,288,8113
2014/7/24,645,653,638.75,639,265,8070
2014/7/23,641.75,644,638.75,642.5,401,8063
2014/7/22,646.75,652.5,641.5,641.5,562,7947
2014/7/21,651,653,645.25,646.75,661,7734
2014/7/18,661,661,651,652.75,296,7527
2014/7/17,654.75,671.5,650.25,661,613,7372
2014/7/16,658.25,661.25,653.5,653.5,421,7299
2014/7/15,667,667,655,655.75,970,7223
2014/7/14,658,666.25,655.25,666.25,325,6896
2014/7/11,652,652,638.5,640,4191,20955
2014/7/10,658,663.5,651,652,2885,21007
2014/7/9,666.5,666.5,655,658,3339,20515
2014/7/8,671,673.75,666.75,667,1291,20264
2014/7/7,679.5,680,668.25,671,2104,20787
2014/7/3,677.5,684.5,672.25,682.25,2083,21631
2014/7/2,679.75,681.5,673.25,675.75,2395,21792
2014/7/1,687,689,676.25,680.25,2753,21871
2014/6/30,702,703.75,686.5,687,3283,21685
2014/6/27,698,709.25,697.25,703.75,1904,21478
2014/6/26,697,702.25,692.5,698,2384,21913
2014/6/25,694,699.75,692.5,696.75,2647,21460
2014/6/24,698.5,701.75,693,694,1361,21268
2014/6/23,705,713.5,698.25,702.5,1372,20992
2014/6/20,710.25,712,703,704.75,2320,20890
2014/6/19,711.75,720.25,707.5,712,2486,20745
2014/6/18,703,726.75,703,712.75,2613,20668
2014/6/17,698,703.25,694,702.5,1541,20395
2014/6/16,702.5,708.25,696,697,698,20180
2014/6/13,701.5,708.25,700.75,703.75,808,20184
2014/6/12,702.5,705,700.5,701.5,1018,20194
2014/6/11,715.5,721.25,702,702.5,2174,19811
2014/6/10,721,723.25,713.5,716.75,1269,19253
2014/6/9,727,734.5,718.25,720.75,1024,18878
2014/6/6,711,728,709,726.75,1229,18830
2014/6/5,708.75,714,708,710.25,1536,18589
2014/6/4,706,713,703.75,709,1869,18589
2014/6/3,716.25,717.75,703.25,705,1296,18506
2014/6/2,720,723,714.5,717.25,2152,18134
2014/5/30,729.75,735.25,723.5,725,1601,17685
2014/5/29,736.25,740,729,731.75,1189,17569
2014/5/28,736.25,736.75,728.25,735,955,17198
2014/5/27,740,745,735,735.5,800,17392
2014/5/23,747.75,752.25,739,743,1820,17325
2014/5/22,753.75,758.75,744.5,747.5,1052,16992
2014/5/21,755.75,762,752.25,756.25,1311,16996
2014/5/20,761.25,770.5,755,755.75,1569,16917
2014/5/19,753.5,758.75,749.5,756,928,16798
2014/5/16,768,770,754.25,756.25,1307,16766
2014/5/15,792.75,792.75,765.75,768.5,2569,16649
2014/5/14,808.5,810.25,789,792.75,886,17303
2014/5/13,798,803.5,791,801.25,967,14629
2014/5/12,803,803,786.25,797.75,1067,14590
2014/5/9,812,816,799.25,801.5,1733,14606
2014/5/8,811.5,813.75,802,813,1413,13886
2014/5/7,812,815.75,800,814.25,1531,13984
2014/5/6,797.75,819.75,793.75,812,1919,14589
2014/5/5,784,801.5,783.5,795,1381,14603
2014/5/2,772,787,772,782.75,2654,14455
2014/5/1,775.25,780,760.5,772,1929,14932
2014/4/30,767.25,779,765.25,776.25,2017,14748
2014/4/29,758,770.75,757,769,1299,14215
2014/4/28,756,764,750.75,760,1225,13828
2014/4/25,750,758,750,755.75,729,13884
2014/4/24,735,751.5,732.5,746.5,643,13836
2014/4/23,729,737,724,734,487,13754
2014/4/22,726,733.5,722,729.75,862,13678
2014/4/21,740.25,740.25,720.75,726,691,13503
2014/4/17,739.75,759,739.75,746,1276,13296
2014/4/16,751.75,761.75,735,740.75,1000,13126
2014/4/15,731.25,753.5,730.75,753.25,1066,12763
2014/4/14,716.25,743.75,716.25,731.75,928,12942
2014/4/11,715,719.5,713.5,715.5,873,12785
2014/4/10,725.75,728.75,712.75,714.75,1972,12563
2014/4/9,735,740,723.75,725.75,1739,12915
2014/4/8,732,741.5,726.75,735.25,1850,12668
2014/4/7,730,734.25,724.5,732,1209,12041
2014/4/4,732.5,734,718,726.25,877,11893
2014/4/3,724.25,735.5,721.75,733.5,578,11903
2014/4/2,738.25,738.25,720,724.25,1397,11886
2014/4/1,745,746.25,734.5,736.5,1025,12072
2014/3/31,742.25,748.5,726.5,745.5,746,12105
2014/3/28,753,756,738.75,742.25,587,12035
2014/3/27,748.25,760.25,744.5,756.5,733,12076
2014/3/26,760.5,763,747.25,749.25,2520,11918
2014/3/25,758.25,762.25,754,761,640,11540
2014/3/24,741.5,763.5,740.5,761,660,11311
2014/3/21,746.25,747.25,739.5,741.5,844,11176
2014/3/20,751.5,762,738.25,748.5,1660,10847
2014/3/19,732,756,731.5,752.5,1615,10541
2014/3/18,720,733.25,720,732.5,1003,10149
2014/3/17,724.75,731.5,715,715.75,703,9791
2014/3/14,715.25,730,715,725,1109,9767
2014/3/13,723,737,713.25,716,2237,16412
2014/3/12,703,729,701.5,726.5,3694,15994
2014/3/11,684,715,683.5,704.5,1463,15198
2014/3/10,697.5,701.75,684.25,688.25,1124,15261
2014/3/7,686,702.5,686,701,3228,15166
2014/3/6,684.25,691.5,682,689.5,2147,14639
2014/3/5,680.5,687.25,678.75,686.25,1915,14807
2014/3/4,669.25,685.25,664.75,683.75,2808,14914
2014/3/3,654.75,689.5,654.75,671.75,2973,14838
2014/2/28,643.5,657.75,643.5,654.25,1209,14627
2014/2/27,657,658.75,643.5,644,2260,14703
2014/2/26,665,666,656,657.75,1362,14592
2014/2/25,660.25,666.5,652.25,665.75,1932,14621
2014/2/24,651.25,661.75,647.5,660.75,1560,14930
2014/2/21,662,663.75,650.75,652.5,2007,13941
2014/2/20,661.25,663.25,659.25,662.25,811,14055
2014/2/19,657.75,662.5,657.25,662,1102,14020
2014/2/18,648,660,648,657.75,1471,13961
2014/2/14,645.5,652.75,645.5,648,1734,14546
2014/2/13,639.25,647.5,638.25,646.25,1253,14615
2014/2/12,637,648,637,639.25,1631,14742
2014/2/11,630,638.5,629.5,637.25,1685,14971
2014/2/10,619.25,634,617,629.25,1594,14667
2014/2/7,622.25,626.5,618.5,622.25,960,14267
2014/2/6,626.5,634.5,621.5,622.25,3348,13706
2014/2/5,621.5,629.75,621.5,627.5,1491,13414
2014/2/4,611.5,626,609.75,624,1408,12854
2014/2/3,606.25,612.75,604.5,611.5,2118,12288
2014/1/31,604.25,609.5,603.5,607.5,762,11796
2014/1/30,609.5,610.75,603.75,604.5,719,11585
2014/1/29,617.5,617.75,608,608.5,1100,11622
2014/1/28,619.5,620.5,616.75,617.75,1012,11332
2014/1/27,621,626.75,618.25,619,1851,11417
2014/1/24,626,627.75,619.75,621,1187,10947
2014/1/23,623.75,638,623.75,626,1353,10919
2014/1/22,622.25,626.5,622.25,623.25,1114,10246
2014/1/21,622,628.5,621,622.25,1223,9993
2014/1/17,628,629.25,622,622.5,1584,9469
2014/1/16,623,631.75,622.5,629.25,1626,9518
2014/1/15,630.25,631.5,622.25,623.25,999,8635
2014/1/14,627.5,632.75,626,631.75,1015,8160
2014/1/13,628.25,633,628,629,694,7732
2014/1/10,637.25,644.5,626.75,628.25,3043,7605
2014/1/9,637.25,641.5,633.75,637.25,994,7622
2014/1/8,647,652.25,635.25,637,2135,7334
2014/1/7,650,656.75,646.75,647.25,950,6801
2014/1/6,652.5,657.25,650,650.5,343,6433
2014/1/3,646.25,655.25,645.5,650.75,352,6246
2014/1/2,654,654.5,645.75,646.25,304,6125
2013/12/31,650.25,657,650,656.25,495,6110
2013/12/30,654.25,655.5,651.25,651.5,380,5905
2013/12/27,659,660,654,655.5,282,5825
2013/12/26,660,660.25,658,658.75,98,5773
2013/12/24,665.75,665.75,660.5,661.25,238,5778
2013/12/23,669.5,669.5,664.25,664.5,299,5749
2013/12/20,665.5,670,664.75,669.75,506,5731
2013/12/19,668,672.75,665.5,666.5,646,5633
2013/12/18,670.5,672.5,668,668.25,1074,5473
2013/12/17,675,676.25,670.5,672,440,4971
2013/12/16,680.5,681,675,675.5,525,4980
2013/12/13,674,674.75,670.75,671.5,1792,7828
2013/12/12,679.25,682.5,673.75,674.75,1449,7559
2013/12/11,679.5,681.25,677.75,679.5,877,7433
2013/12/10,686.75,686.75,678,679,2258,7316
2013/12/9,690.75,695,686.25,686.75,1066,7229
2013/12/6,693,694.25,690.25,690.75,1167,7081
2013/12/5,703,703,693,693.25,1728,6841
2013/12/4,711,714,700,700.75,1976,6536
2013/12/3,710.5,715.5,710.5,711,372,6134
2013/12/2,713.75,716,709,709,491,6137
2013/11/29,714,719.5,710.25,713.25,436,5992
2013/11/27,710.25,717,710.25,714,563,5816
2013/11/26,712.75,713.5,709.5,710.5,711,5585
2013/11/25,713.75,716.5,712,712.75,445,5729
2013/11/22,712.25,715.75,712,713,324,5586
2013/11/21,713,715.5,712,712,363,5573
2013/11/20,714,716.5,712.25,714.25,210,5463
2013/11/19,715,715.25,710.5,714.5,523,5377
2013/11/18,714,717,712.5,712.75,341,5335
2013/11/15,717.25,718.75,713,714.5,568,5280
2013/11/14,721.25,721.25,717,717.25,349,5108
2013/11/13,719,721,717.5,718,367,5021
2013/11/12,724,727.5,718.75,719.5,279,4967
2013/11/11,725.25,731,722,723,201,4931
2013/11/8,727,743,719.75,726.75,761,4890
2013/11/7,729.25,730.5,726.5,727,294,4674
2013/11/6,731.25,732.25,728.5,729.75,588,4560
2013/11/5,736.5,738,731.25,731.5,299,4534
2013/11/4,745,745.25,737.25,737.5,145,4396
2013/11/1,748,748.5,743.5,743.5,214,4326
2013/10/31,748.25,749.75,746.75,747.75,176,4326
2013/10/30,754.25,756.5,748.5,749,171,4214
2013/10/29,753.25,758.25,753.25,753.5,238,4166
2013/10/28,760,760.25,753.25,753.25,135,4083
2013/10/25,770,770.75,760.75,761.25,160,4055
2013/10/24,773.5,776.75,766.75,767,126,4016
2013/10/23,772.25,780,772.25,773,102,3999
2013/10/22,765.25,774,765.25,772.75,331,3998
