Date,Open,High,Low,Last,Volume,Open Interest
2009/8/24,560.75,568.5,560.75,567.75,297,7401
2009/8/21,570,572.75,557.5,561.25,1232,7348
2009/8/20,568,570.25,565.75,568.5,1175,6937
2009/8/19,568.25,576,558,568.25,1387,6726
2009/8/18,569.25,575.5,567.5,569.5,302,6552
2009/8/17,575,575,563.5,571,332,6413
2009/8/14,579.5,584,572,580,517,6296
2009/8/13,594,594,579,579.5,822,6269
2009/8/12,596,596,585,591.5,809,5724
2009/8/11,605,607,596,596,352,5238
2009/8/10,601.75,610,601,602.5,259,5030
2009/8/7,609.5,612,600,600.75,484,5107
2009/8/6,636,636.5,608.25,609.5,738,4981
2009/8/5,650,650,630.25,636.5,289,5018
2009/8/4,649,654.5,645.5,650,156,4935
2009/8/3,645,659.75,640.25,654,342,4826
2009/7/31,632,638.25,625.5,635.25,380,4715
2009/7/30,628.5,636.25,627,627.5,220,4685
2009/7/29,626,628,620.5,626.25,113,4524
2009/7/28,627,634,624.75,628.75,220,4526
2009/7/27,621.75,627.5,620.25,626.75,200,4463
2009/7/24,629.5,630,617.25,620.25,347,4461
2009/7/23,630.75,636.75,626,628,227,4285
2009/7/22,627,629,617,626.75,1277,4237
2009/7/21,635,635,627.5,629,721,3709
2009/7/20,641,644.5,631,636,329,3560
2009/7/17,635.25,644,632,637.75,301,3486
2009/7/16,632,646.25,632,633.5,172,3340
